Clause	TC Title	Release	Applicability		Additional Information			
8.2.2.8	RRC connection reconfiguration / SIB1 information / Success	Rel-11	C268	UEs supporting E-UTRA and Support of CRS interference handling and Synchronisation signal and common channel interference handling	pc_eFDD			
					pc_eTDD			
8.2.2.9.1	RRC connection reconfiguration / PSCell addition and SCG release / SCG / DRB	Rel-12	C245	UEs supporting E-UTRA and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.2.9.2	RRC connection reconfiguration / PSCell addition and SCG release / Split DRB	Rel-12	C244	UEs supporting E-UTRA and DC Split DRB	pc_eFDD			
					pc_eTDD			
8.2.2.9.3	RRC connection reconfiguration / SCG change without handover / SCG DRB to MCG DRB and SCG DRB modification	Rel-12	C245	UEs supporting E-UTRA and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.2.9.4	Void							
8.2.2.9.5	Void							
8.2.2.10	eIMTA / RRC connection reconfiguration / Radio resource reconfiguration / Success	Rel-12	C256	UEs supporting E-UTRA and eIMTA and NOT Category M1	pc_eTDD			
8.2.3.1	RRC connection reconfiguration / Radio bearer release / Success	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
8.2.4.1	RRC connection reconfiguration / Handover / Success / Dedicated preamble	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.2	RRC connection reconfiguration / Handover / Success / Common preamble	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.3	RRC connection reconfiguration / Handover / Success / Intra-cell / Security reconfiguration	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.4	RRC connection reconfiguration / Handover / Failure / Intra-cell / Security reconfiguration	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.5	RRC connection reconfiguration / Handover / All parameters included	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.6	RRC connection reconfiguration / Handover / Success / Inter-frequency	Rel-8	C21F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and NOT Category M1	pc_eFDD			
			C21T		pc_eTDD			
8.2.4.7	RRC connection reconfiguration / Handover / Failure / Re-establishment successful	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.8	RRC connection reconfiguration / Handover / Failure / Re-establishment failure	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD			
					pc_eTDD			
8.2.4.9	RRC connection reconfiguration / Handover / Inter-band blind handover / Success	Rel-8	C185F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD			
			C185T		pc_eTDD			
8.2.4.10	RRC connection reconfiguration / Handover (Between FDD and TDD)	Rel-8	C63	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and FDD Feature Group Indicator 30 and TDD Feature Group Indicator 25 and TDD Feature Group Indicator 30 and NOT Category M1				
8.2.4.12	RRC connection reconfiguration / Handover / Setup and release of MIMO	Rel-8	C56	UEs supporting E-UTRA and (UE Category 2 to UE Category 5)	pc_eFDD			
					pc_eTDD			
8.2.4.13	RRC connection reconfiguration / Handover / Success (with measurement) / Inter-band	Rel-9	C185F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C185T		pc_eTDD			
8.2.4.13a	RRC connection reconfiguration / Handover / Success (with measurement) / Inter-band / Between FDD and TDD	Rel-9	C63	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and FDD Feature Group Indicator 30 and TDD Feature Group Indicator 25 and TDD Feature Group Indicator 30 and NOT Category M1			Note 3	
8.2.4.14	RRC connection reconfiguration / Handover / Failure / Re-establishment successful / Inter-band	Rel-9	C185F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C185T		pc_eTDD			
8.2.4.14a	RRC connection reconfiguration / Handover / Failure / Re-establishment successful / Inter-band / Between FDD and TDD	Rel-9	C63	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and FDD Feature Group Indicator 30 and TDD Feature Group Indicator 25 and TDD Feature Group Indicator 30 and NOT Category M1			Note 3	
8.2.4.15	RRC connection reconfiguration / Handover / Failure / Re-establishment failure / Inter-band	Rel-9	C185F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C185T		pc_eTDD			
8.2.4.15a	RRC connection reconfiguration / Handover / Failure / Re-establishment failure / Inter-band / Between FDD and TDD	Rel-9	C63	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and FDD Feature Group Indicator 30 and TDD Feature Group Indicator 25 and TDD Feature Group Indicator 30 and NOT Category M1			Note 3	
8.2.4.16.1	CA / RRC connection reconfiguration / Setup and Change of MIMO / Intra-band Contiguous CA	Rel-10	C176	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation and does not support Category 1	pc_eFDD			
					pc_eTDD			
8.2.4.16.2	CA / RRC connection reconfiguration / Setup and Change of MIMO / Inter-band CA	Rel-10	C177	UEs supporting E-UTRA and Inter-band Carrier Aggregation and does not support Category 1	pc_eFDD			
					pc_eTDD			
8.2.4.16.3	CA / RRC connection reconfiguration / Setup and Change of MIMO / Intra-band non-Contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.17.1	CA / RRC connection reconfiguration / Handover / Success / PCell Change and SCell addition / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.17.2	CA / RRC connection reconfiguration / Handover / Success / PCell Change and SCell addition / Inter-band CA	Rel-10	C242	UEs supporting E-UTRA and Inter-band Carrier Aggregation and UL (Pcell) supported in each band of Inter-band CA combination under test	pc_eFDD			
					pc_eTDD			
8.2.4.17.3	CA / RRC connection reconfiguration / Handover / Success / PCell Change and SCell addition / Intra-band non-contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.18.1	CA / RRC connection reconfiguration / Handover / Success / SCell release / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.18.2	CA / RRC connection reconfiguration / Handover / Success / SCell release / Inter-band CA	Rel-10	C151	UEs supporting E-UTRA and Inter-band Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.18.3	CA / RRC connection reconfiguration / Handover / Success / SCell release / Intra-band non-Contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.19.1	CA / RRC connection reconfiguration / Handover / Success / PCell Change / SCell no Change / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.19.2	CA / RRC connection reconfiguration / Handover / Success / PCell Change / SCell no Change / Inter-band CA	Rel-10	C151	UEs supporting E-UTRA and Inter-band Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.19.3	CA / RRC connection reconfiguration / Handover / Success / PCell Change / Scell no Change / Intra-band non-contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
8.2.4.20.1	CA / RRC connection reconfiguration / Handover / Success / Scell Change / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.20.2	CA / RRC connection reconfiguration / Handover / Success / Scell Change / Inter-band CA	Rel-10	C242	UEs supporting E-UTRA and Inter-band Carrier Aggregation and UL (Pcell) supported in each band of Inter-band CA combination under test	pc_eFDD			
					pc_eTDD			
8.2.4.20.3	CA / RRC connection reconfiguration / Handover / Success / Scell Change Intra-band non-Contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.21.1	CA / RRC connection reconfiguration / Handover / Success / SCell release / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.21.2	CA / RRC connection reconfiguration / Handover / Success / SCell release / Inter-band CA	Rel-10	C151	UEs supporting E-UTRA and Inter-band Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.21.3	CA / RRC connection reconfiguration / Handover / Success / SCell release / Intra-band non-contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.22	Void							
8.2.4.23.1	CA / RRC connection reconfiguration / Handover / Failure / Re-establishment successful / Intra-band Contiguous CA	Rel-10	C132	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.23.2	CA / RRC connection reconfiguration / Handover / Failure / Re-establishment successful / Inter-band CA	Rel-10	C151	UEs supporting E-UTRA and Inter-band Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.23.3	CA / RRC connection reconfiguration / Handover / Failure / Re-establishment successful / Intra-band non-Contiguous CA	Rel-11	C132a	UEs supporting E-UTRA and Downlink Intra-band non-Contiguous Carrier Aggregation	pc_eFDD			
					pc_eTDD			
8.2.4.25.1	RRC connection reconfiguration / Intra-MeNB and SeNB Handover / MCG DRB to MCG DRB and MCG DRB to/from SCG DRB	Rel-12	C245	UEs supporting E-UTRA and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.2	RRC connection reconfiguration / Intra-MeNB and SeNB Handover / MCG DRBs to/from Split DRB	Rel-12	C246	UEs supporting E-UTRA and DC Split DRB and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.3	RRC connection reconfiguration / Intra-MeNB Handover / Split DRB to Split DRB	Rel-12	C244	UEs supporting E-UTRA and DC Split DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.4	RRC connection reconfiguration / Handover with SCG release / MCG/SCG DRBs to MCG DRB	Rel-12	C245	UEs supporting E-UTRA and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.5	RRC connection reconfiguration / Handover with SCG release / Split DRB to MCG DRB	Rel-12	C244	UEs supporting E-UTRA and DC Split DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.6	RRC connection reconfiguration / Handover with SCG reconfiguration / SCG DRB to SCG DRB	Rel-12	C245	UEs supporting E-UTRA and DC SCG DRB	pc_eFDD			
					pc_eTDD			
8.2.4.25.7	RRC connection reconfiguration / Handover with SCG reconfiguration / Split DRB to Split DRB	Rel-12	C244	UEs supporting E-UTRA and DC Split DRB	pc_eFDD			
					pc_eTDD			
8.2.4.26	eIMTA / RRC connection reconfiguration / Handover / Success	Rel-12	C256	UEs supporting E-UTRA and eIMTA and NOT Category M1	pc_eTDD			
8.2.4.27	RRC connection reconfiguration / Handover / Success / Intra-frequency in Enhanced Coverage	Rel-13	C254c	UEs supporting E-UTRA and CE mode A and eventA3 for intra-frequency neighbouring cells in normal coverage and intra-frequency handover to target cell in normal coverage 	pc_eFDD			
					pc_eTDD			
8.2.5.1	LWA / WLAN Release / WLAN Association / EUTRA RRC_Connected to WLAN (Event W2)	Rel-13	C267	UEs supporting E-UTRA and LWA	pc_eFDD			
					pc_eTDD			
8.2.5.2	LWA / WLAN Release Success / EUTRA RRC_Connected from WLAN (Event W3)	Rel-13	C267	UEs supporting E-UTRA and LWA	pc_eFDD			
					pc_eTDD			
8.2.5.6	LWIP / WLAN Release / WLAN Association / EUTRA RRC_Connected to WLAN (Event W2)	Rel-13	C274	UEs supporting E-UTRA and LWIP	pc_eFDD			
					pc_eTDD			
8.2.5.7	LWIP / WLAN Release Success / EUTRA RRC_Connected from WLAN (Event W3)	Rel-13	C274	UEs supporting E-UTRA and LWA	pc_eFDD			
					pc_eTDD			
8.3.1.1	Measurement configuration control and reporting / Intra E-UTRAN measurements / Event A1	Rel-8	R	UEs supporting E-UTRA 	pc_eFDD			
					pc_eTDD			
8.3.1.2	Measurement configuration control and reporting / Intra E-UTRAN measurements / Event A2	Rel-8	R	UEs supporting E-UTRA 	pc_eFDD			
					pc_eTDD			
8.3.1.3	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A3 (intra and inter-frequency measurements)	Rel-8	C10F	UEs supporting E-UTRA and Feature Group Indicator 25 and NOT Category M1	pc_eFDD			
			C10T		pc_eTDD			
8.3.1.3a	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A3 (intra and inter-frequency measurements) / RSRQ based measurements	Rel-9	C10F	UEs supporting E-UTRA and Feature Group Indicator 25 and NOT Category M1	pc_eFDD		Note 3	
			C10T		pc_eTDD			
8.3.1.4	Measurement configuration control and reporting / Intra E-UTRAN measurements / Periodic reporting (intra and inter-frequency measurements)	Rel-8	C11F	UEs supporting E-UTRA and Feature Group Indicator 16 and Feature Group Indicator 25 and NOT Category M1	pc_eFDD			
			C11T		pc_eTDD			
8.3.1.5	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous event A3 (intra-frequency measurements)	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
8.3.1.6	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A2 and A3 (inter-frequency measurements)	Rel-8	C10F	UEs supporting E-UTRA and Feature Group Indicator 25 and NOT Category M1	pc_eFDD			
			C10T		pc_eTDD			
8.3.1.7	Measurement configuration control and reporting / Intra E-UTRAN measurements / Blacklisting	Rel-8	R	UEs supporting E-UTRA	pc_eFDD			
					pc_eTDD			
8.3.1.8	Measurement configuration control and reporting / Intra E-UTRAN measurements / Handover / IE measurement configuration present	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1 	pc_eFDD			
					pc_eTDD			
8.3.1.9	Measurement configuration control and reporting / Intra E-UTRAN measurements / Intra-frequency handover / IE measurement configuration not present	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1	pc_eFDD		Either TC 8.3.1.9 or TC 8.3.1.9a shall be executed. (Note 4)	
					pc_eTDD			
8.3.1.9a	Measurement configuration control and reporting / Intra Frequency measurements / Intra-frequency handover / IE measurement configuration not present / Single Frequency operation	Rel-8	C224c	UEs supporting E-UTRA and NOT Category M1. This test is 'cells on single frequency only' equivalent of TC 8.3.1.9	pc_eFDD		Either TC 8.3.1.9 or TC 8.3.1.9a shall be executed. (Note 4)	
					pc_eTDD			
8.3.1.10	Measurement configuration control and reporting / Intra E-UTRAN measurements / Inter-frequency handover / IE measurement configuration not present	Rel-8	C21F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and NOT Category M1	pc_eFDD			
			C21T		pc_eTDD			
8.3.1.11	Measurement configuration control and reporting / Intra E-UTRAN measurements / Continuation of the measurements after RRC connection re-establishment	Rel-8	R	UEs supporting E-UTRA	pc_eFDD		Either TC 8.3.1.11 or TC 8.3.1.11a shall be executed. (Note 4)	
					pc_eTDD			
8.3.1.11a	Measurement configuration control and reporting / Intra Frequency measurements / Continuation of the measurements after RRC connection re-establishment / Single Frequency operation	Rel-8	R	UEs supporting E-UTRA. This test is 'cells on single frequency only' equivalent of TC 8.3.1.11	pc_eFDD		Either TC 8.3.1.11 or TC 8.3.1.11a shall be executed. (Note 4)	
					pc_eTDD			
8.3.1.12	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A3 (Inter-band measurements)	Rel-9	C186F	UEs supporting E-UTRA and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C186T		pc_eTDD			
8.3.1.12a	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A3 (inter-band measurements) / Between FDD and TDD	Rel-9	C130	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and TDD Feature Group Indicator 25 and NOT Category M1			Note 3	
8.3.1.13	Measurement configuration control and reporting / Intra E-UTRAN measurements / Periodic reporting (intra-frequency and inter-band measurements)	Rel-9	C186F	UEs supporting E-UTRA and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C186T		pc_eTDD			
8.3.1.13a	Measurement configuration control and reporting / Intra E-UTRAN measurements / Periodic reporting (intra-frequency and inter-band measurements) / Between FDD and TDD	Rel-9	C130	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and TDD Feature Group Indicator 25 and NOT Category M1			Note 3	
8.3.1.14	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A2 and A3 (Inter-band measurements)	Rel-9	C186F	UEs supporting E-UTRA and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C186T		pc_eTDD			
8.3.1.14a	Measurement configuration control and reporting / Intra E-UTRAN measurements / Two simultaneous events A2 and A3 (inter-band measurements) / Between FDD and TDD	Rel-9	C130	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and TDD Feature Group Indicator 25 and NOT Category M1 			Note 3	
8.3.1.15	Measurement configuration control and reporting / Intra E-UTRAN measurements / Inter-band handover / IE measurement configuration not present	Rel-9	C185F	UEs supporting E-UTRA and Feature Group Indicator 13 and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
			C185T		pc_eTDD			
8.3.1.15a	Measurement configuration control and reporting / Intra E-UTRAN measurements / Inter-band handover / IE measurement configuration not present / Between FDD and TDD	Rel-9	C63	UEs supporting E-UTRA FDD and E-UTRA TDD and FDD Feature Group Indicator 25 and FDD Feature Group Indicator 30 and TDD Feature Group Indicator 25 and TDD Feature Group Indicator 30 and NOT Category M1			Note 3	
8.3.1.16	Measurement configuration control and reporting / Intra E-UTRAN measurements / Continuation of the measurements after RRC connection re-establishment / Inter-band	Rel-9	C186F	UEs supporting E-UTRA and Feature Group Indicator 25 and more than 1 FDD or TDD E-UTRA band and NOT Category M1	pc_eFDD		Note 3	
