c	Title	Release	Applicability	Applicability Limitations	Status	Specific PICS Statements	Supported	
26.14.6.5	GCC/BCC Procedures/Call Termination/not originator	R96	MS supporting VGCS listening		C128			
26.14.6.6	GCC/BCC Procedures/GCC states	R96	MS supporting VGCS talking		C108	TSPC_AddInfo_VGCS_Listening TSPC_AddInfo_VGCS_Originating		
26.14.6.7	GCC/BCC Procedures/BCC states	R96	MS supporting VBS originating		C110			
26.14.7.1	Error Handling/short message length, unknown message type and TI	R96	MS supporting VGCS or VBS originating		C107	TSPC_AddInfo_VGCS_Originating TSPC_AddInfo_VBS_Originating TSPC_AddInfo_VGCS_Talking		
26.14.7.2	Error Handling/incorrect information elements	R96	MS supporting VGCS or VBS listening		C104	TSPC_AddInfo_VGCS_Originating TSPC_AddInfo_VBS_Originating TSPC_AddInfo_VGCS_Talking TSPC_AddInfo_VGCS_Listening TSPC_AddInfo_VBS_Listening		
26.14.7.3	Error Handling/Message not addressing VGCS receive mode	R96	MS supporting VGCS or VBS listening		C104			
26.14.8.1	Structured procedures/very early and early assingments	R96	MS supporting VGCS or VBS originating		C107	TSPC_Serv_eMLPP TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_2 TSPC_Type_GSM_R_Band TSPC_Type_ER_GSM_Band		
26.14.9.1	Cell change/same LA	R96	MS supporting VGCS or VBS listening		C104			
26.14.9.2	Cell change/different LA	R96	MS supporting VGCS or VBS listening		C104			
26.14.9.3	Cell change/different PLMN	R96	MS supporting VGCS or VBS listening		C104			
26.14.11.1	VGCS-VBS/User-to-Dispatcher Information/BCC MO call	Release 4	MS supporting VBS originating and User-To-Dispatcher-Information		C437			
26.14.11.2	VGCS-VBS/User-to-Dispatcher information/GCC MO call	Release 4	MS supporting VGCS originating and User-To-Dispatcher-Information		C438			
26.14.11.3	VGCS-VBS/User-to-Dispatcher information/Compressed user information in VBS fast call set-up	Release 4	MS supporting VBS originating and Compressed User-To-Dispatcher-Information		C439			
26.14.11.4	VGCS-VBS/User-to-Dispatcher information/Compressed User-to-Dispatcher information in VGCS fast call set-up	Release 4	MS supporting VGCS originating and Compressed User-To-Dispatcher-Information		C440			
26.15.2.1	SoLSA signalling// RR/classmark interrogation	R99	MS supporting SoLSA		C207	TSPC_Feat_OnOff		
26.15.3.1.1	SoLSA signalling/ MM/location updating	R99	MS supporting SoLSA		C207			
26.15.3.2	SoLSA signalling/ MM/MM information	R99	MS supporting SoLSA		C207			
26.15.4.1	SoLSA signalling/ CC/call re-establishment/call present	R99	MS supporting SoLSA		C207			
26.15.5.1	SoLSA signalling/ structured procedures/MS originated call/early assignment	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Full_rate_version_1 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3		
26.15.5.2	SoLSA signalling/ structured procedures/MS originated call/late assignment	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Full_rate_version_1 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3		
26.15.5.3	SoLSA signalling/ structured procedures/MS terminated call/early assignment	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Full_rate_version_1 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_ImmConn		
26.15.5.4	SoLSA signalling/ structured procedures/MS terminated call/late assignment	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Full_rate_version_1 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_ImmConn		
26.15.5.5	SoLSA signalling/ structured procedures/emergency call/idle updated	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3 TSPC_R99_Emerg		
26.15.5.6	SoLSA signalling/ structured procedures/emergency call/idle, no IMSI	R99	MS supporting SoLSA		C207	TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Half_rate_version_3 TSPC_R99_Emerg		
26.16.1	Void							
26.16.2	Adaptive Multi Rate Signalling/ Inband Signalling, Uplink Codec Adaptation	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.3	Adaptive Multi Rate Signalling/ Structured procedures/MS terminated call/early assignment/no initial codec mode	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_ImmConn		
26.16.3a	Structured procedures / MS terminated call / early assignment / specified initial codec mode	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_ImmConn		
26.16.4	Adaptive Multi Rate Signalling/ Structured procedures/MS originated call/late assignment/specified initial codec mode	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.4a	Structured procedures / MS originated call / late assignment / no initial codec mode	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.5	Adaptive Multi Rate Signalling/ AMR signalling/Handover/active call/successful case	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1		
26.16.6	Adaptive Multi Rate Signalling/ Structured procedures/emergency call	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.7	Adaptive Multi Rate Signalling/ AMR Signalling/Directed Retry/Mobile Originated Call	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.8	Adaptive Multi Rate Signalling/ AMR Signalling/Directed Retry/Mobile Terminated Call	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_ImmConn		
26.16.9.1	AMR Configuration Change (normal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.2	AMR Configuration Change (abnormal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.3	Codec Mode Phase Change (normal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.4	Codec Mode Phase Change (abnormal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.5	Threshold change (normal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.6	Threshold change (abnormal)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.7	Unknown RATSCCH REQ message	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.8	Ignore subsequent REQ prior to expiry of REQ_Activation counter	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.9	Initiation of Transaction with ACK_ERR or ACK_UNKNOWN	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.10	Inversion of the Phase of the CMR/CMI	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.11	Change of Active Codec Set	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3		
26.16.9.12	Void							
26.16.10.1	AMR signalling/ test of the channel mode modify procedure/full rate	R98	MS supporting AMR		C203			
26.16.10.2	AMR signalling/ test of the channel mode modify procedure/half rate	R98	MS supporting Half rate AMR (TCH/AHS)		C319			
26.16.11	Handover/layer 1 failure (AMR signalling)	R98	MS supporting AMR		C203	TSPC_AddInfo_Half_rate_version_3 TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1		
26.17.1	Void							
26.17.2	Adaptive Multi Rate Signalling – 8PSK/ Inband Signalling, Uplink Codec Adaptation	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.3	8-PSK AMR HR / Structured procedures / MS terminated call / early assignment / no initial codec mode	Rel-5	MS supporting O-TCH/AHS		C358	TSPC_AddInfo_ImmConn		
26.17.3a	8-PSK AMR HR / Structured procedures / MS terminated call / early assignment / specified initial codec mode	Rel-5	MS supporting O-TCH/AHS		C358	TSPC_AddInfo_ImmConn		
26.17.4	8-PSK AMR HR / Structured procedures / MS originated call / late assignment / specified initial codec mode	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.4a	8-PSK AMR HR / Structured procedures / MS originated call / late assignment / no initial codec mode	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.5	Void							
26.17.6	8-PSK AMR HR / Structured procedures / emergency call	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.1	8-PSK AMR HR / RATSCCH Protocol / AMR Configuration Change (normal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.2	8-PSK AMR HR / RATSCCH Protocol / AMR Configuration Change (abnormal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.3	8-PSK AMR HR / RATSCCH Protocol / Codec Mode Phase Change (normal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.4	8-PSK AMR HR / RATSCCH Protocol / Codec Mode Phase Change (abnormal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.5	8-PSK AMR HR / RATSCCH Protocol / Threshold change (normal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.6	8-PSK AMR HR / RATSCCH Protocol / Threshold change (abnormal)	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.7	8-PSK AMR HR / RATSCCH Protocol / Unknown RATSCCH REQ message	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.8	8-PSK AMR HR / RATSCCH Protocol / Ignore subsequent REQ prior to expiry of REQ_Activation counter	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.9	8-PSK AMR HR / RATSCCH Protocol / Initiation of Transaction with ACK_ERR or ACK_UNKNOWN	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.10	8-PSK AMR HR / RATSCCH Protocol / Inversion of the Phase of the CMR/CMI	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.9.11	8-PSK AMR HR / RATSCCH Protocol / Change of Active Codec Set	Rel-5	MS supporting O-TCH/AHS		C358			
26.17.10.1	Void							
26.17.10.2	8-PSK AMR HR signalling/ test of the channel mode modify procedure	Rel-5	MS supporting O-TCH/AHS		C358			
26.18.1	Control of dynamic ARFCN mapping with SI14 and SI15	Rel-4	MS supporting T-GSM 810 band or GSM 710 band or GSM 750 band or T-GSM 380 or T-GSM 410 or T-GSM 900		C381			
26.19.3a	WB AMR / Structured procedures / MS terminated call / early assignment / specified initial codec mode	Rel-5	MS supporting TCH/WFS or O-TCH/WFS or O-TCH/WHS		C390	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_ImmConn		
26.19.5-1	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=1	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-2	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=2	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-3	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=3	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-4	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=4	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-5	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=5	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-6	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=6	Rel-5	MS supporting O-TCH/WFS		C366	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-7	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=7	Rel-5	MS supporting O-TCH/WFS and TCH/EFS		C540	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-8	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=8	Rel-5	MS supporting O-TCH/WFS and TCH/EFS		C540	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-9	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=9	Rel-5	MS supporting O-TCH/WFS and TCH/HS		C541	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-10	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=10	Rel-5	MS supporting O-TCH/WFS and TCH/HS		C541	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-11	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=11	Rel-5	MS supporting O-TCH/WFS and O-TCH/WHS		C542	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-12	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=12	Rel-5	MS supporting O-TCH/WHS		C383	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-13	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=13	Rel-5	MS supporting O-TCH/WHS		C383	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-14	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=14	Rel-5	MS supporting O-TCH/WHS		C383	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-15	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=15	Rel-5	MS supporting O-TCH/WHS and TCH/EFS		C543	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
26.19.5-16	WB AMR / Adaptive Multi Rate Signalling / AMR signalling / Handover / active call / successful case, M=16	Rel-5	MS supporting O-TCH/WHS and TCH/EFS		C543	TSPC_O-TCH_WFS TSPC_O-TCH_WHS TSPC_TCH_WFS TSPC_AddInfo_Full_rate_version_2 TSPC_AddInfo_Half_rate_version_1 TSPC_AddInfo_Full_rate_version_3 TSPC_AddInfo_Half_rate_version_3		
