Clause	Title	Release	Applicability	Tested Bands / CA-Configurations Selection	Branch	Additional Information
		Rel-11	C106	UE supporting E-UTRA FDD and Downlink Intra-band non-contiguous CA (UE categories 3 and 4)			
8.2.1.3.1B	FDD PDSCH Open Loop Spatial Multiplexing 2x2 -- Enhanced Performance Requirement Type C	Rel-12	C142	UE supporting E-UTRA FDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each ""Test Number"" to be performed once, in a chosen band supporting tested BW		
8.2.1.3.1C	FDD PDSCH Open Loop Spatial Multiplexing 2x2 with TM1 Interference -- Enhanced Performance Requirement Type C	Rel-12	C142	UE supporting E-UTRA FDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each ""Test Number"" to be performed once, in a chosen band supporting tested BW		
8.2.1.3.2	FDD PDSCH Open Loop Spatial Multiplexing 4x2	Rel-8	C13 b	UE supporting E-UTRA FDD (UE categories >=2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.3.3_C.1	FDD PDSCH Open Loop Spatial Multiplexing 2x2 for eICIC (non-MBSFN ABS)	Rel-10	C29	UEs supporting E-UTRA FDD and Feature Group Indictor 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.3.3_C.2	FDD PDSCH Open Loop Spatial Multiplexing 2x2 for eICIC (MBSFN ABS)	Rel-10	C29	UEs supporting E-UTRA FDD and Feature Group Indictor 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.3.3_E.1	FDD PDSCH Open Loop Spatial Multiplexing 2x2 for feICIC (non-MBSFN ABS)	Rel-11	C77	UE supporting E-UTRA FDD and CRS interference handling and Feature Group Indicator 115 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.4.1	FDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 2x2	Rel-8 only	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.4.1_1	FDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 2x2 (Release 9 and forward)	Rel-9	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.4.1_E.1	FDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 2x2 for feICIC (non-MBSFN ABS)	Rel-11	C77	UE supporting E-UTRA FDD and CRS interference handling and Feature Group Indicator 115 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.4.1_H	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 2x2 for 256QAM in DL	Rel-12	C01h	UE supporting E-UTRA FDD and 256QAM in DL			
8.2.1.4.2	FDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 4x2	Rel-8 only	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.1.4.2_A.1 or 8.2.1.4.2_A.2 is executed.
8.2.1.4.2_1	FDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 4x2 (Release 9 and forward)	Rel-9	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.1.4.2_A.1 or 8.2.1.4.2_A.2 is executed.
8.2.1.4.2_A.1	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (2 DL CA)	Rel-10	C102	UE supporting E-UTRA FDD and intra-band contiguous DL CA or inter-band DL CA (UE Category >= 2)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	Test execution not necessary if 8.2.1.4.2_A.2 is executed.
		Rel-11	C103	UE supporting E-UTRA FDD and intra-band non-contiguous DL CA (UE Category >= 2)			
8.2.1.4.2_A.2	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (3DL CA)	Rel-10	C124	UE supporting E-UTRA FDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA (UE Category >= 5)	TBD	2Rx, 4Rx	
		Rel-11	C125	UE supporting E-UTRA FDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.1.4.2_A.3	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (4DL CA)	Rel-11	C212	UE supporting E-UTRA FDD and 4DL with inter-band CA, or 4DL with intra-band contiguous and inter-band CA, or 4DL with intra-band non-contiguous and inter-band CA, or 4DL with intra-band non-contiguous and intra-band contiguous CA, or 4DL with Intra-band non-contiguous and Intra-band non-contiguous CA (UE Category >== 5)	TBD		
8.2.1.4.2_A.4	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (5DL CA)	Rel-11	TBD	UE supporting E-UTRA FDD and 5DL with intra-band contiguous and inter-band CA, or 5DL with intra-band non-contiguous and inter-band CA, or 5DL with intra-band non-contiguous and intra-band contiguous CA (UE Category 8, >== 11)	TBD		
		Rel-12	TBD	UE supporting E-UTRA FDD and 5DL with inter-band CA (UE Category 8, >= = 11)	TBD		
8.2.1.4.2A	FDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 2x2 - Enhanced Performance Requirement Type C	Rel-12	C142	UE supporting E-UTRA FDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		8.2.1.4.2A
8.2.1.4.3	FDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x2 with TM4 Interference model - Enhanced Performance Requirement Type A	Rel-11	C44	UE supporting E-UTRA FDD and the enhanced performance requirements type A for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.4.3A	FDD PDCSH Closed Loop Multi-Layer Spatial Multiplexing 4X2 for Dual Connectivity	Rel-12	C169	UE supporting E-UTRA FDD and Dual Connectivity (UE Category >= 3)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.2.1.4.4	FDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x2 with TM4 Interference Model - Enhanced Performance Requirement Type B	Rel-12	C150	UE supporting E-UTRA FDD and the enhanced performance requirements type B for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.1.7_A.1	FDD Carrier aggregation with power imbalance (intra-band contiguous DL CA)	Rel-10	C22	UE supporting E-UTRA FDD and intra-band contiguous DL CA	TBD	2Rx, 4Rx	
8.2.2.1	Void						
8.2.2.1.1	TDD PDSCH Single Antenna Port Performance	Rel-8	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.1.1_A.1 or 8.2.2.1.1_A.2 is executed.
8.2.2.1.1_1	TDD PDSCH Single Antenna Port Performance (Release 9 and forward)	Rel-9	C54	UE supporting E-UTRA TDD (UE categories 1, 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.1.1_A.1 or 8.2.2.1.1_A.2 is executed.
8.2.2.1.1_A.1	TDD PDSCH Single Antenna Port Performance for CA (2DL CA)	Rel-10	C110	UE supporting E-UTRA TDD and intra-band contiguous DL CA or interband DL CA (UE Category >= 5)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	Test execution not necessary if 8.2.2.1.1_A.2 is executed.
		Rel-11	C109	UE supporting E-UTRA TDD and Intra-band non-contiguous DL CA(UE Category >= 5)			
8.2.2.1.1_A.2	TDD PDSCH Single Antenna Port Performance for CA (3DL CA)	Rel-10	C128	UE supporting E-UTRA TDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA (UE Category >= 5)	TBD	2Rx, 4Rx	
		Rel-11	C129	UE supporting E-UTRA TDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.2.1.1_A.3	TDD PDSCH Single Antenna Port Performance for CA (4DL CA)	Rel-11	C194	UE supporting E-UTRA TDD and 4DL Intra-band contiguous CA or 4DL Inter-band CA or 4DL with Intra-band contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Intra-band contiguous CA or 4DL with Intra-band non-contiguous and Intra-band non-contiguous CA (UE Category >= 8)	Refer to 36.521-1 8.1.2.3		
8.2.2.1.2	TDD PDSCH Single Antenna Port Performance with 1PRB in the presence of MBSFN	Rel-8	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2	Void						
8.2.2.2.1	TDD PDSCH Transmit Diversity 2x2	Rel-8	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.1_1	TDD PDSCH Transmit Diversity 2x2 (Release 9 and forward)	Rel-9	C16	UE supporting E-UTRA TDD (UE category 1)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.2	TDD PDSCH Transmit Diversity 4x2	Rel-8	C10	UE supporting E-UTRA TDD and operating bands supporting 1,4 MHz Bandwidth	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.2_1	TDD PDSCH Transmit Diversity 4x2 (Release 9 and forward)	Rel-9	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.3_C.1	TDD PDSCH Transmit diversity 2x2 for eICIC (non-MBFSN ABS)	Rel-10	C30	UEs supporting E-UTRA TDD and Feature Group Indictor 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.3_E.1	TDD PDSCH Transmit diversity 2x2 for feICIC (non-MBFSN ABS)	Rel-11	C78	UE supporting E-UTRA TDD and CRS interference handling and ss-CCH interference handling and Feature Group Indicator 115 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.4	TDD PDSCH Transmit Diversity 2x2 with TM3 Interference Model - Enhanced Performance Requirement Type A	Rel-11	C45	UE supporting E-UTRA TDD and the enhanced performance requirements type A for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.6	TDD PDSCH Transmit Diversity 2x2 with TM2 Interference Model - Enhanced Performance Requirement Type B	Rel-12	C151	UE supporting E-UTRA TDD and the enhanced performance requirements type B for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.2.7	TDD PDSCH Transmit Diversity 2x2 with TM9 Interference Model - Enhanced Performance Requirement Type B	Rel-12	C151	UE supporting E-UTRA TDD and the enhanced performance requirements type B for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3	Void						
8.2.2.3.1	TDD PDSCH Open Loop Spatial Multiplexing 2x2	Rel-8	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.3.1_A.1 or .2 is executed.
8.2.2.3.1_1	TDD PDSCH Open Loop Spatial Multiplexing 2x2 (Release 11 and forward)	Rel-11	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.3.1_A.1 or .2 is executed.
8.2.2.3.1_A.1	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for CA (2DL CA)	Rel-10	C110	UE supporting E-UTRA TDD and intra-band contiguous DL CA or interband DL CA (UE Category >= 5)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	If 8.2.2.3.1_A.2 is executed for a CA capability, test execution is not necessary for that CA capability
		Rel-11	C109	UE supporting E-UTRA TDD and intra-band non-contiguous DL CA (UE Category >= 5)			
8.2.2.3.1_A.2	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for CA (3DL CA)	Rel-10	C128	UE supporting E-UTRA TDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA(UE Category >= 5)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	
		Rel-11	C129	UE supporting E-UTRA TDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.2.3.1_A.3	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for CA(4DL CA)	Rel-11	C194	UE supporting 4DL Intra-band contiguous CA or 4DL Inter-band CA or 4DL with Intra-band contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Intra-band contiguous CA.(UE category >=8)	Refer to 36.521-1 8.1.2.3		
8.2.2.3.1A_A.1	TDD Soft buffer management for CA (2 DL CA)	Rel-10	C105	UE supporting E-UTRA TDD and intra-band contiguous DL CA or inter-band DL CA (UE category 3 and 4)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	TBD
		Rel-11	C72	UE supporting E-UTRA TDD and intra-band non-contiguous DL CA (UE category 3 and 4)			
8.2.2.3.1B	TDD PDSCH Open Loop Spatial Multiplexing 2x2 - Enhanced Performance Requirement Type C	Rel-12	C143	UE supporting E-UTRA TDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3.1C	TDD PDSCH Open Loop Spatial Multiplexing 2x2 with TM1 Interference - Enhanced Performance Requirement Type C	Rel-12	C143	UE supporting E-UTRA TDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3.2	TDD PDSCH Open Loop Spatial Multiplexing 4x2	Rel-8	C02	UE supporting E-UTRA TDD (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3.3_C.1	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for eICIC (non-MBSFN ABS)	Rel-10	C30	UEs supporting E-UTRA TDD and Feature Group Indictor 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3.3_C.2	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for eICIC (MBSFN ABS)	Rel-10	C30	UEs supporting E-UTRA TDD and Feature Group Indictor 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.3.3_E.1	TDD PDSCH Open Loop Spatial Multiplexing 2x2 for feICIC (non-MBSFN ABS)	Rel-11	C78	UE supporting E-UTRA TDD and CRS interference handling and ss-CCH interference handling and Feature Group Indicator 115 (UE Category >= 2)	TBD		
8.2.2.4	Void						
8.2.2.4.1	TDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 2x2	Rel-8 only	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.4.1_1	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 2x2 (Release 9 and forward)	Rel-9	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.4.1_E.1	TDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 2x2 for feICIC (non-MBSFN ABS)	Rel-11	C78	UE supporting E-UTRA TDD and CRS interference handling and ss-CCH interference handling and Feature Group Indicator 115 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.4.1_H	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 2x2 for 256QAM in DL	Rel-12	C02h	UE supporting E-UTRA TDD and 256QAM in DL			
8.2.2.4.2	TDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 4x2	Rel-8 only	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.4.2_A.1 or 8.2.2.4.2_A.2 is executed.
8.2.2.4.2_1	TDD PDSCH Closed Loop Single/Multi Layer Spatial Multiplexing 4x2 (Release 9 and forward)	Rel-9	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW		Test execution not necessary if 8.2.2.4.2_A.1 or 8.2.2.4.2_A.2 is executed.
8.2.2.4.2_A.1	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (2DL CA)	Rel-10	C110	UE supporting E-UTRA TDD and intra-band contiguous DL CA or inter-band DL CA (UE Category >= 5)	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	Test execution not necessary if 8.2.2.4.2_A.2 is executed.
		Rel-11	C109	UE supporting E-UTRA TDD and Intra-band non-contiguous DL CA(UE Category >= 5)			
8.2.2.4.2_A.2	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (3DL CA)	Rel-10	C128	UE supporting E-UTRA TDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA (UE Category >= 5)	TBD	2Rx, 4Rx	
		Rel-11	C129	UE supporting E-UTRA TDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.2.4.2_A.3	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 4x2 for CA (4DL CA)	Rel-11	C194	UE supporting E-UTRA TDD and 4DL Intra-band contiguous CA or 4DL Inter-band CA or 4DL with Intra-band contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Inter-band CA or 4DL with Intra-band non-contiguous and Intra-band contiguous CA or 4DL with Intra-band non-contiguous and Intra-band non-contiguous CA (UE Category >= 8)	Refer to 36.521-1 8.1.2.3		FFS
8.2.2.4.2A	TDD PDSCH Closed Loop Multi Layer Spatial Multiplexing 2x2 - Enhanced Performance Requirement Type C	Rel-12	C143	UE supporting E-UTRA TDD and Enhanced Performance Requirement TypeC for LTE (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.4.3	TDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x2 with TM4 Interference Model - Enhanced Performance Requirement Type A	Rel-11	C45	UE supporting E-UTRA TDD and the enhanced performance requirements type A for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.4.4	TDD PDSCH Closed Loop Multi-Layer Spatial Multiplexing 4x2 for Dual Connectivity	Rel-12	C170	UE supporting E-UTRA TDD and Dual Connectivity (UE Category >= 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
8.2.2.4.5	TDD PDSCH Closed Loop Single Layer Spatial Multiplexing 2x2 with TM4 Interference Model - Enhanced Performance Requirement Type B	Rel-12	C151	UE supporting E-UTRA TDD and the enhanced performance requirements type B for LTE	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
8.2.2.7_A.1	TDD Carrier aggregation with power imbalance (intra-band contiguous DL CA)	Rel-10	C24	UE supporting E-UTRA TDD and intra-band contiguous DL CA	Refer to 36.521-1 8.1.2.3	2Rx, 4Rx	
8.2.3.1.1.1	TDD FDD CA PDSCH Single Antenna Port Performance for FDD Pcell (2DL CA)	Rel-12	C154	UE supporting E-UTRA FDD and TDD and 2DL CA with FDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.3.1.1.2	TDD FDD CA PDSCH Single Antenna Port Performance for FDD PCell (3DL CA)	Rel-12	C133	UE supporting E-UTRA FDD and TDD and 3DL CA with FDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.3.1.1.3	TDD FDD CA PDSCH Single Antenna Port Performance for FDD PCell (4DL CA)	Rel-12	C133a	UE supporting E-UTRA FDD and TDD and 4DL CA with FDD as PCell (UE Category >= 8)	TBD		
8.2.3.1.1.4	TDD FDD CA PDSCH Single Antenna Port Performance for FDD PCell (5DL CA)	Rel-12	C133b	UE supporting E-UTRA FDD and TDD and 5DL CA with FDD as PCell (UE Category8, and Category 11 and onwards)	Refer to 36.521-1 8.1.2.3		
8.2.3.1.2.1	TDD FDD CA PDSCH Single Antenna Port Performance for TDD PCell(2DL CA)	Rel-12	C155	UE supporting E-UTRA FDD and TDD and 2DL CA with TDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.3.1.2.2	TDD FDD CA PDSCH Single Antenna Port Performance for TDD PCell (3DL CA)	Rel-12	C135	UE supporting E-UTRA FDD and TDD and 3DL CA with TDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.3.1.2.3	TDD FDD CA PDSCH Single Antenna Port Performance for TDD PCell (4DL CA)	Rel-12	C135a	UE supporting E-UTRA FDD and TDD and 4DL CA with TDD as PCell (UE Category >= 8)	TBD		
8.2.3.1.2.4	TDD FDD CA PDSCH Single Antenna Port Performance for TDD PCell (5DL CA)	Rel-12	C135b	UE supporting E-UTRA FDD and TDD and 5DL CA with TDD as PCell (UE Category 8, and Category11 and onwards)	TBD		
8.2.3.2.1.1	TDD FDD CA PDSCH Open Loop Spatial Multiplexing 2x2 for FDD PCell (2DL CA)	Rel-12	C154	UE supporting E-UTRA FDD and TDD and 2DL CA with FDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
8.2.3.2.1.2	TDD FDD CA PDSCH Open Loop Spatial Multiplexing 2x2 for FDD PCell (3DL CA)	Rel-12	C133	UE supporting E-UTRA FDD and TDD and 3DL CA with FDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
